dataset,pair_id_or_candidate_id,reviewer_1_decision,reviewer_2_decision,merged_decision,adjudication_needed,disagreement_summary,preliminary_training_bucket,final_decision,final_notes
official,official-pair-003,revise,drop,pending_adjudication,yes,Disagreement on faithfulness 1 vs 0; naturalness 3 vs 4; decision revise vs drop.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-004,revise,drop,pending_adjudication,yes,Disagreement on faithfulness 1 vs 0; decision revise vs drop.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-005,revise,drop,pending_adjudication,yes,Disagreement on faithfulness 1 vs 0; decision revise vs drop.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-006,revise,drop,pending_adjudication,yes,Disagreement on faithfulness 1 vs 0; decision revise vs drop.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-007,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; naturalness 2 vs 3; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-009,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; flag_type possible_hallucination vs none; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-011,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; flag_type possible_hallucination vs none; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-013,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; flag_type possible_hallucination vs none; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-015,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; flag_type possible_hallucination vs none; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-017,revise,revise,revise,no,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; context_leakage 1 vs 0; flag_type context_leakage vs possible_omission.,use_after_revision,revise,Official policy: conserve for targeted revision/adjudication before any broader use. Final decision carried from merged_decision=revise.
official,official-pair-018,revise,revise,revise,no,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; context_leakage 1 vs 0; flag_type context_leakage vs possible_omission.,use_after_revision,revise,Official policy: conserve for targeted revision/adjudication before any broader use. Final decision carried from merged_decision=revise.
official,official-pair-019,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; flag_type possible_hallucination vs none; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-021,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; flag_type possible_hallucination vs possible_omission; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-022,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; flag_type possible_hallucination vs possible_omission; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-023,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; flag_type possible_hallucination vs possible_omission; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
official,official-pair-024,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; omission 0 vs 1; flag_type possible_hallucination vs possible_omission; decision revise vs keep.,exclude_for_now,,Official policy: unresolved unsupported or leakage concerns keep this row out of training for now. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
nhanes,NHANES-P15-01-concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-01-semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-04-concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-04-semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-05-concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-05-semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,NHANES policy: pending row is repairable and should be resolved in targeted adjudication. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
nhanes,NHANES-P15-09-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-09-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-10-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-10-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-11-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-11-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-12-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-12-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-13-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-13-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-14-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-14-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-15-concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
nhanes,NHANES-P15-15-semi_structured,keep,keep,keep,no,Disagreement on naturalness 4 vs 5; flag_type none vs unit_sensitivity.,use_now,keep,NHANES policy: clean non-pending row may enter training now. Final decision carried from merged_decision=keep.
gpt_expanded,gptx-off-001__concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs near_duplicate_variant.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-off-001__semi_structured,keep,keep,keep,no,Disagreement on flag_type none vs near_duplicate_variant.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-off-002__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on omission 1 vs 0; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-off-003__concise_clinical,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-off-003__semi_structured,keep,keep,keep,no,Disagreement on flag_type none vs unit_sensitivity.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-off-004__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-off-004__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on unsupported_fact 1 vs 0; context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-off-004__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-off-006__brief_clinical_narrative,keep,keep,keep,no,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-off-006__brief_clinical_narrative,keep,keep,keep,no,No disagreement detected.,use_now,keep,"Row-level keep is clean, but GPT-expanded as a dataset line is still not backbone-ready. Final decision carried from merged_decision=keep."
gpt_expanded,gptx-syn-002__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-002__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on omission 1 vs 0; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-002__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-003__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disagreement on omission 1 vs 0; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-004__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-004__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-005__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-005__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-005__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-006__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-006__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-006__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-007__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-007__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-008__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-008__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-008__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-009__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-009__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-009__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-010__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-010__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-011__concise_clinical,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-011__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-011__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-012__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-012__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-012__semi_structured,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-013__concise_clinical,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-013__semi_structured,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-014__concise_clinical,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-014__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-014__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-016__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-016__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-017__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
